"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"12584","FIFA 12","Wii","2011","Sports","Electronic Arts",0.16,0.52,0,0.11,0.79
"12585","PokePark 2: Wonders Beyond","Wii","2011","Action","Nintendo",0.27,0.2,0.27,0.05,0.79
"12586","UFC Personal Trainer: The Ultimate Fitness System","X360","2011","Sports","THQ",0.53,0.19,0,0.06,0.78
"12587","Duke Nukem Forever","PS3","2011","Shooter","Take-Two Interactive",0.33,0.31,0,0.12,0.77
"12588","The Sims 3","3DS","2011","Simulation","Electronic Arts",0.3,0.37,0.03,0.07,0.76
"12589","Portal 2","PC","2011","Shooter","Valve Software",0.33,0.32,0,0.11,0.76
"12590","Assassin's Creed: Revelations","PC","2011","Action","Ubisoft",0.14,0.48,0,0.14,0.76
"12591","Ace Combat: Assault Horizon","PS3","2011","Action","Namco Bandai Games",0.3,0.16,0.22,0.07,0.74
"12592","Final Fantasy XIII-2","X360","2011","Role-Playing","Square Enix",0.36,0.3,0.02,0.06,0.74
"12593","Brink","PS3","2011","Shooter","Bethesda Softworks",0.29,0.32,0.01,0.12,0.74
"12594","Crysis 2","PC","2011","Action","Electronic Arts",0.16,0.45,0,0.13,0.74
"12595","F1 2011","X360","2011","Racing","Codemasters",0.11,0.51,0.01,0.09,0.73
"12596","DiRT 3","X360","2011","Racing","Codemasters",0.23,0.41,0.01,0.08,0.73
"12597","Just Dance Wii","Wii","2011","Misc","Nintendo",0,0,0.73,0,0.73
"12598","Driver: San Francisco","X360","2011","Racing","Ubisoft",0.25,0.39,0,0.08,0.72
"12599","Catherine","PS3","2011","Adventure","Deep Silver",0.3,0.15,0.2,0.07,0.72
"12600","Omerta: City of Gangsters","X360","2011","Simulation","Konami Digital Entertainment",0.42,0.23,0,0.06,0.71
"12601","Top Spin 4","PS3","2011","Sports","Take-Two Interactive",0.17,0.4,0,0.14,0.71
"12602","NHL 12","X360","2011","Sports","Electronic Arts",0.55,0.1,0,0.05,0.7
"12603","Lalaloopsy","DS","2011","Simulation","Activision",0.54,0.1,0,0.06,0.7
"12604","Need for Speed: Shift 2 Unleashed","PS3","2011","Racing","Electronic Arts",0.2,0.36,0,0.13,0.69
"12605","The Sims: Medieval","PC","2011","Simulation","Electronic Arts",0.27,0.32,0,0.1,0.69
"12606","The Last Story","Wii","2011","Role-Playing","Nintendo",0.32,0.13,0.18,0.04,0.68
"12607","Country Dance","Wii","2011","Misc","Funbox Media",0.59,0.04,0,0.04,0.68
"12608","RIFT","PC","2011","Role-Playing","Unknown",0.44,0.16,0,0.07,0.67
"12609","The Black Eyed Peas Experience","Wii","2011","Misc","Ubisoft",0.39,0.2,0,0.06,0.65
"12610","Rayman 3D","3DS","2011","Platform","Ubisoft",0.23,0.35,0,0.06,0.64
"12611","Dragon Age II","PC","2011","Action","Electronic Arts",0.23,0.33,0,0.09,0.64
"12612","Disney Universe","PS3","2011","Action","Disney Interactive Studios",0.3,0.23,0,0.09,0.63
"12613","Just Dance 3","PS3","2011","Misc","Ubisoft",0.33,0.21,0,0.09,0.63
"12614","The Sims 3: Generations","PC","2011","Simulation","Electronic Arts",0.4,0.23,0,0,0.63
"12615","Tiger Woods PGA Tour 12: The Masters","X360","2011","Sports","Electronic Arts",0.4,0.17,0,0.05,0.63
"12616","LEGO Pirates of the Caribbean: The Video Game","3DS","2011","Action","Disney Interactive Studios",0.29,0.28,0,0.06,0.62
"12617","Warriors Orochi 3","PS3","2011","Action","Ubisoft Annecy",0,0.04,0.57,0.01,0.62
"12618","Dragon Ball Z: Ultimate Tenkaichi","PS3","2011","Fighting","Namco Bandai Games",0.27,0.18,0.09,0.08,0.62
"12619","Dragon Quest Monsters: Joker 2 Professional","DS","2011","Role-Playing","Square Enix",0,0,0.62,0,0.62
"12620","Cooking Mama 4: Kitchen Magic!","3DS","2011","Simulation","505 Games",0.5,0.07,0,0.04,0.61
"12621","Yakuza: Dead Souls","PS3","2011","Shooter","Sega",0.09,0.07,0.42,0.03,0.61
"12622","Hot Shots Golf: World Invitational","PSV","2011","Sports","Sony Computer Entertainment",0.19,0.11,0.25,0.06,0.6
"12623","Phineas and Ferb: Across the 2nd Dimension","Wii","2011","Action","Disney Interactive Studios",0.36,0.19,0,0.05,0.6
"12624","Alice: Madness Returns","PS3","2011","Adventure","Electronic Arts",0.22,0.25,0.04,0.09,0.6
"12625","Assassin's Creed: Brotherhood","PC","2011","Action","Ubisoft",0.15,0.34,0,0.1,0.59
"12626","Total War: Shogun 2","PC","2011","Strategy","Sega",0.19,0.31,0,0.09,0.59
"12627","NHL 12","PS3","2011","Sports","Electronic Arts",0.36,0.16,0,0.07,0.59
"12628","Deus Ex: Human Revolution","PC","2011","Shooter","Square Enix",0.25,0.25,0,0.09,0.59
"12629","Rayman Origins","Wii","2011","Platform","Ubisoft",0.23,0.29,0,0.07,0.58
"12630","Disgaea 4: A Promise Unforgotten","PS3","2011","Role-Playing","Nippon Ichi Software",0.27,0.11,0.14,0.06,0.58
"12631","MLB 11: The Show","PS3","2011","Sports","Sony Computer Entertainment",0.54,0,0,0.04,0.58
"12632","Disney Universe","X360","2011","Action","Disney Interactive Studios",0.37,0.15,0,0.05,0.57
"12633","Warhammer 40,000: Space Marine","X360","2011","Shooter","THQ",0.25,0.27,0,0.06,0.57
"12634","Pro Evolution Soccer 2012","PSP","2011","Action","Konami Digital Entertainment",0.1,0.12,0.29,0.07,0.57
"12635","Skylanders: Spyro's Adventure","3DS","2011","Action","Activision",0.32,0.2,0,0.05,0.57
"12636","Phineas and Ferb: Across the 2nd Dimension","DS","2011","Action","Disney Interactive Studios",0.32,0.19,0,0.05,0.56
"12637","Monster High: Ghoul Spirit","Wii","2011","Misc","THQ",0.44,0.08,0,0.04,0.56
"12638","Final Fantasy IV: The Complete Collection","PSP","2011","Role-Playing","Square Enix",0.13,0.09,0.27,0.06,0.56
"12639","God of War: Origins Collection","PS3","2011","Action","Sony Computer Entertainment",0.39,0.08,0.02,0.06,0.56
"12640","MX vs. ATV: Alive","X360","2011","Racing","THQ",0.37,0.14,0,0.05,0.56
"12641","Two Worlds II","X360","2011","Role-Playing","Unknown",0.4,0.08,0.03,0.04,0.54
"12642","Michael Jackson: The Experience","PS3","2011","Misc","Ubisoft",0.25,0.2,0,0.08,0.54
"12643","Kidou Senshi Gundam: Extreme VS","PS3","2011","Fighting","Namco Bandai Games",0,0,0.54,0,0.54
"12644","Dragon Ball Z: Ultimate Tenkaichi","X360","2011","Fighting","Namco Bandai Games",0.39,0.1,0.01,0.04,0.54
"12645","Cars 2","PS3","2011","Racing","Disney Interactive Studios",0.22,0.23,0,0.09,0.54
"12646","Inazuma Eleven GO","3DS","2011","Role-Playing","Nintendo",0,0.05,0.48,0,0.54
"12647","Sesame Street: Once Upon A Monster","X360","2011","Misc","Warner Bros. Interactive Entertainment",0.39,0.1,0,0.04,0.53
"12648","FIFA 12","PSP","2011","Sports","Electronic Arts",0.12,0.26,0.02,0.14,0.53
"12649","Batman: Arkham City","PC","2011","Action","Warner Bros. Interactive Entertainment",0.16,0.28,0,0.09,0.53
"12650","Bulletstorm","PS3","2011","Shooter","Electronic Arts",0.23,0.2,0.01,0.08,0.53
"12651","DC Universe Online","PS3","2011","Role-Playing","Sony Online Entertainment",0.35,0.12,0,0.06,0.52
"12652","Goldeneye 007: Reloaded","X360","2011","Shooter","Activision",0.25,0.21,0,0.05,0.51
"12653","Alice: Madness Returns","X360","2011","Adventure","Electronic Arts",0.27,0.15,0.04,0.04,0.5
"12654","Pro Evolution Soccer 2012","X360","2011","Action","Konami Digital Entertainment",0.1,0.34,0,0.07,0.5
"12655","Monster Hunter Freedom 2","PS3","2011","Role-Playing","Capcom",0,0,0.5,0,0.5
"12656","Bleach: Soul Resurreccion","PS3","2011","Fighting","Nippon Ichi Software",0.27,0.11,0.07,0.05,0.5
"12657","Fortune Street","Wii","2011","Misc","Nintendo",0.27,0.04,0.17,0.02,0.5
"12658","Cars 2","X360","2011","Racing","Disney Interactive Studios",0.28,0.17,0,0.05,0.5
"12659","Ridge Racer 3D","3DS","2011","Racing","Namco Bandai Games",0.19,0.15,0.12,0.03,0.5
"12660","Ace Combat: Assault Horizon","X360","2011","Action","Namco Bandai Games",0.3,0.12,0.03,0.04,0.49
"12661","Resident Evil: The Mercenaries 3D","3DS","2011","Action","Capcom",0.16,0.17,0.13,0.03,0.49
"12662","Super Monkey Ball 3D","3DS","2011","Action","Sega",0.26,0.15,0.05,0.04,0.49
"12663","MotorStorm: Apocalypse","PS3","2011","Racing","Sony Computer Entertainment",0.21,0.2,0,0.08,0.49
"12664","Asphalt 3D","3DS","2011","Racing","Ubisoft",0.27,0.16,0.02,0.04,0.49
"12665","Steel Diver","3DS","2011","Action","Nintendo",0.31,0.1,0.05,0.03,0.49
"12666","Two Worlds II","PS3","2011","Role-Playing","Unknown",0.26,0.11,0.06,0.05,0.48
"12667","Nickelodeon Team Umizoomi","DS","2011","Action","Take-Two Interactive",0.45,0,0,0.03,0.48
"12668","Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III","Wii","2011","Role-Playing","Square Enix",0,0,0.47,0,0.47
"12669","Virtua Tennis 4: World Tour","PSV","2011","Sports","Sega",0.05,0.3,0.01,0.12,0.47
"12670","Rise of Nightmares","X360","2011","Action","Sega",0.28,0.13,0.01,0.04,0.47
"12671","FIFA 12","PC","2011","Sports","Electronic Arts",0.04,0.33,0,0.1,0.47
"12672","The Sims 3: Outdoor Living Stuff","PC","2011","Simulation","Electronic Arts",0,0.38,0,0.09,0.47
"12673","MX vs. ATV: Alive","PS3","2011","Racing","THQ",0.24,0.15,0,0.07,0.47
"12674","Country Dance 2","Wii","2011","Misc","GameMill Entertainment",0.44,0,0,0.03,0.46
"12675","F.E.A.R. 3","PS3","2011","Shooter","Warner Bros. Interactive Entertainment",0.21,0.17,0.01,0.07,0.46
"12676","Warhammer 40,000: Space Marine","PS3","2011","Shooter","THQ",0.13,0.25,0,0.09,0.46
"12677","Transformers: Dark of the Moon - Autobots/Decepticons","DS","2011","Action","Activision",0.34,0.09,0,0.04,0.46
"12678","Virtua Tennis 4","PS3","2011","Sports","Sega",0.09,0.25,0.03,0.09,0.46
"12679","Madden NFL 12","Wii","2011","Sports","Electronic Arts",0.43,0,0,0.03,0.46
"12680","Barbie: Jet, Set & Style!","DS","2011","Misc","THQ",0.37,0.05,0,0.03,0.46
"12681","Red Faction: Armageddon","PS3","2011","Shooter","THQ",0.2,0.16,0.03,0.07,0.46
"12682","DanceStar Party","PS3","2011","Misc","Sony Computer Entertainment",0,0.35,0,0.1,0.46
"12683","Dead or Alive: Dimensions","3DS","2011","Fighting","Ubisoft Annecy",0.13,0.21,0.07,0.03,0.45
"12684","Major League Baseball 2K11","X360","2011","Sports","Take-Two Interactive",0.4,0.03,0,0.03,0.45
"12685","F.E.A.R. 3","X360","2011","Shooter","Warner Bros. Interactive Entertainment",0.3,0.11,0.01,0.04,0.45
"12686","Need for Speed: Shift 2 Unleashed","X360","2011","Racing","Electronic Arts",0.18,0.22,0,0.04,0.44
"12687","Child of Eden","X360","2011","Shooter","Ubisoft",0.28,0.12,0,0.04,0.44
"12688","Just Dance: Summer Party","Wii","2011","Misc","Ubisoft",0.41,0,0,0.03,0.44
"12689","Tetris Axis","3DS","2011","Puzzle","Tetris Online",0.2,0.13,0.06,0.03,0.43
"12690","The Smurfs","DS","2011","Action","Ubisoft",0.24,0.14,0,0.04,0.43
"12691","Dai-2-Ji Super Robot Taisen Z: Hakai-hen","PSP","2011","Strategy","Banpresto",0,0,0.42,0,0.42
"12692","Top Spin 4","X360","2011","Sports","Take-Two Interactive",0.15,0.23,0,0.04,0.42
"12693","Fishing Resort","Wii","2011","Sports","Namco Bandai Games",0.16,0,0.25,0.01,0.42
"12694","WWE All Stars","PS3","2011","Fighting","THQ",0.16,0.18,0,0.07,0.42
"12695","SpongeBob SquigglePants","Wii","2011","Misc","THQ",0.36,0.03,0,0.03,0.41
"12696","Fantastic Pets","X360","2011","Simulation","THQ",0.3,0.08,0,0.03,0.41
"12697","Disney Princess: Enchanting Storybooks","Wii","2011","Misc","THQ",0.26,0.11,0,0.04,0.41
"12698","Just Dance Kids 2","X360","2011","Misc","Ubisoft",0.29,0.09,0,0.03,0.41
"12699","Duke Nukem Forever","PC","2011","Shooter","Take-Two Interactive",0.18,0.17,0,0.06,0.41
"12700","The Gunstringer","X360","2011","Shooter","Microsoft Game Studios",0.26,0.11,0,0.04,0.41
"12701","AKB1/48: Idol to Guam de Koishitara...","PSP","2011","Misc","Namco Bandai Games",0,0,0.4,0,0.4
"12702","Dungeon Siege III","PS3","2011","Role-Playing","Square Enix",0.17,0.14,0.03,0.06,0.39
"12703","Danball Senki","PSP","2011","Role-Playing","Level 5",0,0,0.39,0,0.39
"12704","LEGO Star Wars III: The Clone Wars","PSP","2011","Action","LucasArts",0.14,0.17,0,0.09,0.39
"12705","FIFA 12","3DS","2011","Sports","Electronic Arts",0.08,0.26,0,0.05,0.39
"12706","Red Faction: Armageddon","X360","2011","Shooter","THQ",0.18,0.17,0.01,0.04,0.39
"12707","Mystery Case Files: The Malgrave Incident","Wii","2011","Adventure","Nintendo",0.19,0.17,0,0.03,0.39
"12708","Combat of Giants: Dinosaurs 3D","3DS","2011","Strategy","Ubisoft",0.25,0.06,0.05,0.03,0.39
"12709","Taiko no Tatsujin Wii: Ketteiban","Wii","2011","Misc","Namco Bandai Games",0,0,0.39,0,0.39
"12710","Madden NFL Football","3DS","2011","Sports","Electronic Arts",0.36,0.01,0,0.03,0.39
"12711","Samurai Warriors Chronicles","3DS","2011","Action","Tecmo Koei",0.12,0.05,0.2,0.01,0.39
"12712","Raving Rabbids: Travel in Time 3D","3DS","2011","Platform","Ubisoft",0.11,0.23,0,0.04,0.38
"12713","Cabela's Big Game Hunter 2012","Wii","2011","Sports","Activision",0.34,0.02,0,0.02,0.38
"12714","Taiko no Tatsujin Portable DX","PSP","2011","Misc","Namco Bandai Games",0,0,0.38,0,0.38
"12715","Saints Row: The Third","PC","2011","Action","THQ",0.16,0.16,0,0.06,0.38
"12716","Pro Evolution Soccer 2011 3D","3DS","2011","Sports","Konami Digital Entertainment",0.11,0.13,0.11,0.02,0.38
"12717","Shin Megami Tensei: Devil Survivor Overclocked","3DS","2011","Role-Playing","Ghostlight",0.28,0.01,0.06,0.02,0.38
"12718","The House of the Dead: Overkill - Extended Cut","PS3","2011","Shooter","Sega",0.15,0.17,0,0.06,0.38
"12719","Phantasy Star Portable 2: Infinity","PSP","2011","Role-Playing","Sega",0,0,0.37,0,0.37
"12720","Tiger Woods PGA Tour 12: The Masters","Wii","2011","Sports","Electronic Arts",0.21,0.13,0,0.03,0.37
"12721","Rage","PC","2011","Shooter","Bethesda Softworks",0.14,0.18,0,0.06,0.37
"12722","Dungeon Siege III","X360","2011","Role-Playing","Square Enix",0.21,0.12,0.01,0.03,0.37
"12723","Need for Speed: The Run","PC","2011","Action","Electronic Arts",0.09,0.21,0,0.07,0.37
"12724","Transformers: Dark of the Moon","PS3","2011","Action","Activision",0.11,0.19,0,0.07,0.37
"12725","NBA 2K12","Wii","2011","Sports","Take-Two Interactive",0.3,0.03,0,0.02,0.36
"12726","Kinectimals: Now with Bears!","X360","2011","Misc","Microsoft Game Studios",0.27,0.06,0,0.03,0.36
"12727","WWE '12","Wii","2011","Fighting","THQ",0.24,0.09,0,0.03,0.36
"12728","We Sing Deutsche Hits","Wii","2011","Misc","Nordic Games",0,0.31,0,0.05,0.36
"12729","Toriko: Gourmet Survival!","PSP","2011","Role-Playing","Namco Bandai Games",0,0,0.36,0,0.36
"12730","One Piece: Gigant Battle 2 Shin Sekai","DS","2011","Fighting","Namco Bandai Games",0,0,0.35,0,0.35
"12731","Pac-Man All-Stars","PS3","2011","Fighting","Namco Bandai Games",0.2,0.08,0.04,0.04,0.35
"12732","Harry Potter and the Deathly Hallows - Part 2","Wii","2011","Action","Electronic Arts",0.18,0.14,0,0.03,0.35
"12733","WWE All Stars","X360","2011","Fighting","THQ",0.18,0.14,0,0.03,0.35
"12734","Naruto Shippuden: Ultimate Ninja Impact","PSP","2011","Fighting","Namco Bandai Games",0.09,0.07,0.15,0.04,0.35
"12735","SD Gundam G Generation World","PSP","2011","Strategy","Namco Bandai Games",0,0,0.34,0,0.34
"12736","LEGO Pirates of the Caribbean: The Video Game","PSP","2011","Action","Disney Interactive Studios",0.11,0.15,0,0.08,0.34
"12737","Harry Potter and the Deathly Hallows - Part 2","X360","2011","Action","Electronic Arts",0.19,0.12,0,0.03,0.34
"12738","Power Rangers Samurai","Wii","2011","Action","Namco Bandai Games",0.29,0.03,0,0.02,0.34
"12739","The Adventures of Tintin: The Game","Wii","2011","Action","Ubisoft",0.13,0.17,0,0.04,0.34
"12740","Tom Clancy's Ghost Recon: Shadow Wars","3DS","2011","Strategy","Ubisoft",0.22,0.09,0,0.03,0.34
"12741","Harry Potter and the Deathly Hallows - Part 2","PS3","2011","Action","Electronic Arts",0.14,0.15,0,0.05,0.34
"12742","Jonah Lomu Rugby Challenge","X360","2011","Sports","Home Entertainment Suppliers",0.09,0.21,0,0.04,0.34
"12743","The Sims 3: Town Life Stuff","PC","2011","Simulation","Electronic Arts",0.11,0.17,0,0.05,0.34
"12744","Power Rangers Samurai","DS","2011","Action","Namco Bandai Games",0.27,0.04,0,0.02,0.34
"12745","Sengoku Musou 3 Z","PS3","2011","Action","Ackkstudios",0,0,0.33,0,0.33
"12746","Operation Flashpoint: Red River","PS3","2011","Shooter","Codemasters",0.06,0.15,0.07,0.05,0.33
"12747","Pandora's Tower","Wii","2011","Role-Playing","Nintendo",0.13,0.1,0.08,0.03,0.33
"12748","The King of Fighters XIII","X360","2011","Fighting","Rising Star Games",0.23,0.07,0.01,0.03,0.33
"12749","Wipeout 2","Wii","2011","Misc","Activision",0.31,0,0,0.02,0.33
"12750","Ultimate Marvel vs. Capcom 3","PSV","2011","Fighting","Capcom",0.2,0.09,0,0.05,0.33
"12751","Rugby World Cup 2011","PS3","2011","Sports","505 Games",0,0.25,0,0.08,0.33
"12752","Little Deviants","PSV","2011","Platform","Sony Computer Entertainment",0.15,0.13,0,0.05,0.33
"12753","Hatsune Miku: Project Diva Extend","PSP","2011","Misc","Sega",0,0,0.33,0,0.33
"12754","Phineas and Ferb: Across the 2nd Dimension","PS3","2011","Action","Disney Interactive Studios",0.15,0.12,0,0.05,0.33
"12755","The Black Eyed Peas Experience","X360","2011","Misc","Ubisoft",0.2,0.1,0,0.03,0.33
"12756","1001 Touch Games","DS","2011","Action","Avanquest",0.12,0.17,0,0.04,0.33
"12757","Carnival Games: Monkey See, Monkey Do!","X360","2011","Misc","Take-Two Interactive",0.14,0.16,0,0.03,0.33
"12758","Dead Rising 2: Off the Record","PS3","2011","Action","Capcom",0.11,0.08,0.1,0.03,0.33
"12759","Dead Space 2","PC","2011","Shooter","Electronic Arts",0.13,0.15,0,0.05,0.33
"12760","Shin Megami Tensei: Devil Survivor 2","DS","2011","Role-Playing","Ghostlight",0.17,0.01,0.12,0.01,0.32
"12761","Minute to Win It","X360","2011","Misc","Zoo Games",0.3,0,0,0.02,0.32
"12762","Peppa Pig: Theme Park Fun","DS","2011","Misc","P2 Games",0,0.28,0,0.04,0.32
"12763","Catherine","X360","2011","Adventure","Deep Silver",0.2,0.06,0.03,0.02,0.32
"12764","Fable III","PC","2011","Role-Playing","Microsoft Game Studios",0.09,0.17,0,0.05,0.32
"12765","Might & Magic Heroes VI","PC","2011","Role-Playing","Ubisoft",0.12,0.14,0,0.05,0.31
"12766","MonHun Nikki: Poka Poka Ailu Mura G","PSP","2011","Role-Playing","Capcom",0,0,0.31,0,0.31
"12767","Bust-A-Move Universe","3DS","2011","Puzzle","Square Enix",0.08,0.15,0.06,0.03,0.31
"12768","The King of Fighters XIII","PS3","2011","Fighting","Rising Star Games",0.17,0.07,0.04,0.03,0.31
"12769","Karaoke Revolution Glee: Volume 3","Wii","2011","Misc","Konami Digital Entertainment",0.24,0.04,0,0.02,0.3
"12770","PowerUp Heroes","X360","2011","Fighting","Ubisoft",0.18,0.1,0,0.03,0.3
"12771","NASCAR 2011: The Game","X360","2011","Racing","Activision",0.29,0,0,0.02,0.3
"12772","Squinkies","DS","2011","Misc","Activision",0.27,0.02,0,0.02,0.3
"12773","Tom Clancy's Splinter Cell 3D","3DS","2011","Action","Ubisoft",0.14,0.07,0.07,0.02,0.3
"12774","One Piece Unlimited Cruise SP","3DS","2011","Action","Namco Bandai Games",0,0,0.3,0,0.3
"12775","Shin Megami Tensei: Persona 2: Innocent Sin","PSP","2011","Role-Playing","Atlus",0.13,0.03,0.11,0.03,0.3
"12776","Rabbids: Alive & Kicking","X360","2011","Misc","Ubisoft",0.15,0.12,0,0.03,0.3
"12777","Call of Duty: Modern Warfare 3: Defiance","DS","2011","Shooter","Activision",0.21,0.07,0,0.02,0.3
"12778","Call of Juarez: The Cartel","PS3","2011","Shooter","Ubisoft",0.12,0.13,0,0.05,0.3
"12779","Just Dance Kids 2","Wii","2011","Misc","Ubisoft",0.28,0,0,0.02,0.29
"12780","Need for Speed: The Run","Wii","2011","Action","Electronic Arts",0.13,0.13,0.01,0.03,0.29
"12781","The Smurfs: Dance Party","Wii","2011","Misc","Ubisoft",0.22,0.04,0,0.02,0.29
"12782","Medieval Moves: Deadmund's Quest","PS3","2011","Action","Sony Computer Entertainment",0.13,0.12,0,0.05,0.29
"12783","World of Tanks","PC","2011","Shooter","Wargaming.net",0,0.23,0,0.06,0.29
"12784","Operation Flashpoint: Red River","X360","2011","Shooter","Codemasters",0.1,0.15,0.01,0.03,0.29
"12785","Transformers: Dark of the Moon","X360","2011","Action","Activision",0.13,0.13,0,0.03,0.29
"12786","Wappy Dog","DS","2011","Simulation","Activision",0.27,0,0,0.02,0.29
"12787","El Shaddai: Ascension of the Metatron","PS3","2011","Action","Ignition Entertainment",0.11,0.07,0.08,0.03,0.29
"12788","Battle & Get! Pokemon Typing DS","DS","2011","Misc","Nintendo",0,0,0.29,0,0.29
"12789","Rugby World Cup 2011","X360","2011","Sports","505 Games",0.03,0.21,0,0.04,0.28
"12790","Tales of the World: Radiant Mythology 3","PSP","2011","Role-Playing","Namco Bandai Games",0,0,0.28,0,0.28
"12791","Shadows of the Damned","PS3","2011","Action","Electronic Arts",0.11,0.09,0.04,0.04,0.28
"12792","Cabela's Big Game Hunter 2012","X360","2011","Sports","Activision",0.24,0.02,0,0.02,0.28
"12793","Patapon 3","PSP","2011","Misc","Sony Computer Entertainment",0.05,0.04,0.17,0.02,0.28
"12794","Pinkalicious","DS","2011","Misc","GameMill Entertainment",0.26,0,0,0.02,0.28
"12795","Dead Rising 2: Off the Record","X360","2011","Action","Capcom",0.17,0.09,0,0.02,0.28
"12796","NBA 2K12","PSP","2011","Sports","Take-Two Interactive",0.22,0.03,0,0.03,0.28
"12797","MotionSports: Adrenaline","X360","2011","Sports","Ubisoft",0.14,0.1,0,0.03,0.27
"12798","The Adventures of Tintin: The Game","PS3","2011","Action","Ubisoft",0.06,0.16,0,0.05,0.27
"12799","Tropico 4","PC","2011","Strategy","Kalypso Media",0.1,0.13,0,0.04,0.27
"12800","Call of Juarez: The Cartel","X360","2011","Shooter","Ubisoft",0.14,0.11,0,0.03,0.27
"12801","Ben 10 Triple Pack","DS","2011","Misc","D3Publisher",0.13,0.12,0,0.03,0.27
"12802","NASCAR 2011: The Game","PS3","2011","Racing","Activision",0.25,0,0,0.02,0.27
"12803","Wipeout 2","X360","2011","Misc","Activision",0.25,0,0,0.02,0.27
"12804","Wipeout 2","DS","2011","Misc","Activision",0.25,0,0,0.02,0.27
"12805","Dynasty Warriors Next","PSV","2011","Action","Tecmo Koei",0.06,0.07,0.11,0.03,0.27
"12806","Dynasty Warriors 7: Xtreme Legends","PS3","2011","Action","Tecmo Koei",0.04,0.05,0.16,0.02,0.27
"12807","Barbie: Jet, Set & Style!","Wii","2011","Misc","THQ",0.23,0.01,0,0.02,0.26
"12808","Inazuma Eleven Strikers","Wii","2011","Role-Playing","Nintendo",0,0.01,0.25,0,0.26
"12809","Ace Attorney Investigations 2","DS","2011","Adventure","Capcom",0,0,0.26,0,0.26
"12810","Jikkyou Powerful Pro Yakyuu 2011","PS3","2011","Sports","Konami Digital Entertainment",0,0,0.26,0,0.26
"12811","Loving Life with Hello Kitty & Friends","DS","2011","Misc","Rising Star Games",0.15,0.08,0,0.02,0.26
"12812","Hunted: The Demon's Forge","PS3","2011","Action","Bethesda Softworks",0.12,0.08,0.02,0.04,0.26
"12813","LEGO Star Wars III: The Clone Wars","PC","2011","Action","LucasArts",0.1,0.13,0,0.03,0.26
"12814","Nickelodeon Dance","Wii","2011","Misc","Take-Two Interactive",0.23,0.01,0,0.02,0.26
"12815","Zoo Resort 3D","3DS","2011","Simulation","Ubisoft",0.11,0.09,0.03,0.02,0.25
"12816","Kung Fu Panda 2","X360","2011","Action","THQ",0.16,0.07,0,0.02,0.25
"12817","Just Dance Kids 2","PS3","2011","Misc","Ubisoft",0.1,0.1,0,0.04,0.25
"12818","Spider-Man: Edge of Time","X360","2011","Action","Activision",0.18,0.05,0,0.02,0.25
"12819","L.A. Noire: The Complete Edition","PC","2011","Adventure","Take-Two Interactive",0.08,0.13,0,0.04,0.25
"12820","X-Men: Destiny","PS3","2011","Action","Activision",0.14,0.08,0,0.03,0.25
"12821","The Adventures of Tintin: The Game","X360","2011","Action","Ubisoft",0.07,0.14,0,0.03,0.25
"12822","Dynasty Warriors 7","X360","2011","Action","Tecmo Koei",0.16,0.07,0,0.02,0.24
"12823","Tongari Boushi to Oshare na Mahou Tsukai","DS","2011","Action","Konami Digital Entertainment",0,0,0.24,0,0.24
"12824","Dreamcast Collection","X360","2011","Misc","Sega",0.16,0.07,0,0.02,0.24
"12825","Homefront","PC","2011","Shooter","THQ",0.11,0.1,0,0.03,0.24
"12826","Ace Combat: Assault Horizon Legacy","3DS","2011","Simulation","Namco Bandai Games",0.1,0.06,0.08,0.01,0.24
"12827","Pro Yaky? Spirits 2011","PSP","2011","Sports","Konami Digital Entertainment",0,0,0.24,0,0.24
"12828","Atelier Meruru: Alchemist of Arland 3","PS3","2011","Role-Playing","Nippon Ichi Software",0.05,0,0.18,0.01,0.24
"12829","Harry Potter and the Deathly Hallows - Part 2","DS","2011","Action","Electronic Arts",0.12,0.1,0,0.02,0.24
"12830","Pictionary: Ultimate Edition","PS3","2011","Misc","THQ",0.15,0.06,0,0.03,0.24
"12831","X-Men: Destiny","X360","2011","Action","Activision",0.18,0.05,0,0.02,0.24
"12832","Angry Birds","PC","2011","Puzzle","Focus Home Interactive",0,0.18,0,0.05,0.24
"12833","Pictionary: Ultimate Edition","X360","2011","Misc","THQ",0.16,0.05,0,0.02,0.24
"12834","NASCAR 2011: The Game","Wii","2011","Racing","Activision",0.22,0,0,0.01,0.24
"12835","DC Universe Online","PC","2011","Role-Playing","Sony Online Entertainment",0.16,0.06,0,0.02,0.24
"12836","Saint Seiya: Sanctuary Battle","PS3","2011","Action","Namco Bandai Games",0,0.09,0.11,0.03,0.23
"12837","Virtua Tennis 4","X360","2011","Sports","Sega",0.11,0.1,0.01,0.02,0.23
"12838","Kung Fu Panda 2","DS","2011","Action","THQ",0.16,0.05,0,0.02,0.23
"12839","Cabela's Big Game Hunter 2012","PS3","2011","Sports","Activision",0.17,0.03,0,0.03,0.23
"12840","Asphalt: Injection","PSV","2011","Action","Ubisoft",0.14,0.06,0,0.04,0.23
"12841","Carnival Island","PS3","2011","Misc","Sony Computer Entertainment",0.13,0.06,0,0.04,0.23
